1307756017705,447.97176329253
1307756017472,476.3942019603501
1307755985802,602.3408181728599
1307756017541,474.58363999485
1307756014443,515.1375844736199
1307756021484,401.9989518434701
1307756021011,420.0125002275901
1307756021147,414.1837915410901
1307756017715,445.98719568168997
1307756022463,389.37926024132
1307756017434,509.81906859943007
1307756017862,434.27221517863
1307756014272,525.15157629439
1307756017647,471.45646496231
1307756022466,389.37926024131997
1307756017857,434.80698696609
1307756020989,421.1725912044502
1307756023576,379.89819835382997
1307756023223,383.81715938200995
1307756021579,397.93453658389006
1307756020980,424.5726896557101
1307756021793,397.90284110311006
1307756020626,427.8124179460901
1307756017456,492.8031447884501
1307756021255,404.0584256416101
1307756022185,395.52865752569
1307756021877,397.90284110311
1307755985841,549.62799702262
